epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,2829.02,0.92592,1.07803,0.71474,1.05061,0.9295,0.90668,0.96653,0.73514,0.92672,0.90484,0.96279,0.61135,0.8298,0.78893,0.6071,0.98262,0.00134023,0.00134023,0.00134023
101,2855.47,0.84175,1.01655,0.64892,1.02753,0.92448,0.89965,0.96779,0.72864,0.91911,0.89414,0.96353,0.60417,0.75511,0.79116,0.57377,0.94473,0.00133693,0.00133693,0.00133693
102,2884.37,0.87966,1.09947,0.66903,1.04006,0.87731,0.93491,0.95597,0.73489,0.87763,0.94106,0.957,0.59804,0.77285,0.78258,0.59316,0.96058,0.00133363,0.00133363,0.00133363
103,2911.37,0.90605,1.07383,0.69656,1.04135,0.93897,0.91117,0.97271,0.72935,0.93712,0.90317,0.96592,0.59953,0.80247,0.80994,0.59874,0.9642,0.00133033,0.00133033,0.00133033
104,2937.36,0.88943,1.04312,0.66064,1.02536,0.92636,0.93439,0.97236,0.73991,0.92268,0.93088,0.9694,0.60655,0.75575,0.76825,0.55438,0.94906,0.00132703,0.00132703,0.00132703
105,2963.05,0.91907,1.08153,0.71838,1.05177,0.90376,0.95421,0.97675,0.7506,0.90194,0.95237,0.97675,0.60631,0.73938,0.78077,0.55312,0.93338,0.00132373,0.00132373,0.00132373
106,2989.37,0.86127,1.02511,0.67005,1.01693,0.9243,0.91755,0.97729,0.75745,0.9175,0.91515,0.97354,0.62124,0.72904,0.77229,0.55119,0.92702,0.00132043,0.00132043,0.00132043
107,3015.61,0.90393,1.04245,0.68441,1.02634,0.89843,0.95507,0.98109,0.75007,0.92345,0.93101,0.97628,0.59872,0.74282,0.80084,0.53111,0.94013,0.00131713,0.00131713,0.00131713
108,3041.37,0.90021,1.06283,0.64707,1.05338,0.93916,0.90162,0.97,0.75642,0.93609,0.89956,0.96344,0.61867,0.71771,0.77236,0.56159,0.92533,0.00131383,0.00131383,0.00131383
109,3070.58,0.87653,1.02192,0.64711,1.02771,0.93223,0.93214,0.969,0.76364,0.9304,0.9303,0.96801,0.61407,0.72716,0.76433,0.53359,0.92219,0.00131053,0.00131053,0.00131053
110,3097.76,0.8335,1.05063,0.6562,1.01081,0.91783,0.9339,0.96953,0.76561,0.91607,0.93206,0.97069,0.62244,0.69082,0.74828,0.51967,0.90287,0.00130723,0.00130723,0.00130723
111,3124.36,0.82893,1.00796,0.65448,1.00235,0.90167,0.92386,0.96858,0.77603,0.89641,0.91835,0.96134,0.63523,0.65471,0.73919,0.51093,0.89396,0.00130393,0.00130393,0.00130393
112,3152.68,0.95832,0.98774,0.6651,1.13313,0.9063,0.93283,0.97319,0.76078,0.90119,0.92732,0.96678,0.63114,0.73095,0.7639,0.53915,0.91323,0.00130063,0.00130063,0.00130063
113,3180.78,0.86155,1.03615,0.66524,1.03001,0.91947,0.94514,0.97166,0.77761,0.91407,0.93965,0.96894,0.61863,0.69187,0.75986,0.50276,0.91848,0.00129733,0.00129733,0.00129733
114,3209.84,0.87779,1.00847,0.65119,1.02435,0.9434,0.93316,0.97985,0.76056,0.94503,0.93684,0.97971,0.61743,0.72313,0.73999,0.52809,0.92829,0.00129403,0.00129403,0.00129403
115,3237.3,0.83139,0.96768,0.62451,0.9967,0.93369,0.95424,0.9794,0.75734,0.92991,0.95059,0.97877,0.63453,0.71821,0.73831,0.50877,0.91332,0.00129072,0.00129072,0.00129072
116,3268.4,0.84328,1.00995,0.66272,1.00675,0.96095,0.92351,0.98371,0.7618,0.9583,0.92446,0.98564,0.6387,0.71387,0.75142,0.51666,0.91466,0.00128742,0.00128742,0.00128742
117,3295.43,0.8309,1.00998,0.61561,0.99416,0.93067,0.94707,0.97494,0.75815,0.93146,0.95636,0.9753,0.62324,0.72669,0.76267,0.51356,0.92465,0.00128412,0.00128412,0.00128412
118,3323.34,0.83745,1.07591,0.69145,1.01567,0.92044,0.90942,0.96798,0.75789,0.92044,0.90942,0.96698,0.61269,0.724,0.80352,0.58298,0.91827,0.00128082,0.00128082,0.00128082
119,3351.98,0.84151,1.0298,0.60961,1.00803,0.93354,0.93239,0.97789,0.77362,0.93176,0.93055,0.97771,0.62581,0.68543,0.7348,0.49518,0.89609,0.00127752,0.00127752,0.00127752
120,3380.45,0.83012,1.05368,0.60117,0.99906,0.94468,0.92801,0.97429,0.76816,0.94468,0.92801,0.97407,0.63057,0.67803,0.73667,0.50064,0.89768,0.00127422,0.00127422,0.00127422
121,3409.56,0.83607,1.08325,0.65432,1.01155,0.91044,0.95434,0.97689,0.78691,0.91214,0.95431,0.97434,0.63976,0.6556,0.75349,0.49944,0.89116,0.00127092,0.00127092,0.00127092
122,3436.52,0.83726,1.06188,0.60851,1.01358,0.91926,0.95368,0.9809,0.77745,0.93645,0.94007,0.98121,0.63512,0.6722,0.72073,0.48756,0.90075,0.00126762,0.00126762,0.00126762
123,3463.27,0.82335,1.05688,0.60021,0.9984,0.93797,0.9276,0.97578,0.76967,0.93292,0.92154,0.97178,0.6299,0.70359,0.73355,0.53184,0.91139,0.00126432,0.00126432,0.00126432
